b_id	r_id	score	text	title	name	url	publishedAtDate	lang_original	text_en	processed_text	processed_text_original	processed_text_ca	processed_text_es	nouns_verbs_en	nouns_verbs_ca	nouns_verbs_es	sent_score	center	radius	center1	radius1	consensus	new_score	centroid_left	centroid_right	new_score_right	new_score_left
0	751	1.0	Nuestra experiencia en cuánto menú a sido mala .estábamos de paso a una de nosotras le trajeron un filete que estaba tan pasado y duro imposible de comer y en un momento dado salió el cocinero y nos dijo verdad que está un poco pasado ,nosotros dijimos que no se podía comer y eso fue todo. Ni una disculpa ni si quería otra cosa pagamos religiosamente y por eso esta reseña .	Hostal Totsompops	maria ballestero higuero	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2025-10-12T16:31:21.584Z	es	Our experience regarding the menu has been bad. We were passing through and one of us was brought a steak that was so soggy and hard that it was impossible to eat and at one point the cook came out and told us the truth is that it is a little soggy, we said that it couldn't be eaten and that was it. Not an apology or if I wanted anything else, we paid religiously and that's why this review.	experience regard menu bad pass bring steak soggy hard impossible eat point cook come tell truth little say eaten apology want else pay religiously s review	experiencia considerar menú mal pase traer bistec empapado duro imposible comer punto cocinar venir decir la verdad poco decir comido disculpa quiero más pagar religiosamente s revisión	experiència respecte menú mal passat portar bistec empapat difícil impossible menjar punt cuinar venir dir la veritat poc dir menjat disculpes vull més pagar religiosament la revisió	experiencia considerar menú mal pase traer bistec empapado duro imposible comer punto cocinar venir decir la verdad poco decir comido disculpa quiero más pagar religiosamente s revisión	experience regard menu pass bring steak eat point cook come tell truth say eat apology want pay review	experiència respecte menú passar portar bistec menjar punt cuinar venir dir la veritat dir menjar disculpes vol pagar revisió	experiencia considerar menú pasar traer bistec comer punto cocinar venir decir la verdad decir comer disculpa querer pagar reseña	-0.4144	0.1	0.1	0.05856	0.05856	0.7538112712975105	0.2928	0.0	0.11712	0.5856	0.0
0	759	5.0		Hostal Totsompops	mercedes palomar	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2025-09-21T20:42:21.129Z	en									0.0	0.9	0.1	0.9	0.1	0.7538112712975105	4.5	0.8	1.0	5.0	4.0
0	434	5.0	En Joan i la Carme són uns cracks, juntament amb la Lluna. No faltem cada any	Hostal Totsompops	M.F	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2025-09-21T13:14:37.576Z	ca	Joan and Carme are crackpots, along with Luna. We don't miss every year	joan carme crackpot luna miss year	joan carme crackpot luna miss any	joan carme crackpot luna miss any	joan carme chiflada luna señorita año	crackpot year	any crackpot	año chiflado	-0.1531	0.9	0.1	0.88469	0.08469	0.7538112712975105	4.42345	0.7999999999999999	0.96938	4.8469	3.9999999999999996
0	561	5.0	Tot està molt bé, el menjar de qualitat i proximitat i molt atents al que es necessiti. Gràcies!	Hostal Totsompops	Pau Prana	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2025-09-07T08:28:27.051Z	ca	Everything is very good, quality food and proximity and very attentive to what is needed. Thank you!	good quality food proximity attentive need thank	menjar de bona qualitat proximitat atent necessitat gràcies	menjar de bona qualitat proximitat atent necessitat gràcies	buena calidad comida proximidad atento necesito gracias	quality food proximity need thank	proximitat de menjar de qualitat cal agrair	comida de calidad proximidad necesito agradecer	0.6597	0.9	0.1	0.96597	0.034030000000000005	0.7538112712975105	4.82985	0.93194	1.0	5.0	4.6597
0	253	5.0	Si passeu prop de Colera, no deixeu de visitar l'hostal Totsompops, just a l'entrada del poble. El menjar és abundant i exquisit, i a un preu raonable. I si us hi quedeu a passar la nit us hi trobareu com a casa. El local està molt ben decorat, és molt trincaire, i la Carme i en Joan gent molt maca i acollidora.	Hostal Totsompops	IMMACULADA VELASCO PAREDES	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2025-09-07T07:09:45.628Z	ca	If you happen to be near Colera, don't miss visiting the Totsompops hostel, right at the entrance to the town. The food is plentiful and delicious, and reasonably priced. And if you stay the night, you'll feel right at home. The place is very well decorated, it's very cozy, and Carme and Joan are very nice and welcoming people.	happen colera miss visit totsompop hostel right entrance town food reasonably price stay night feel right home place well decorate carme welcome people	passar colera faltar visitar totsompop hostal entrada correcta ciutat menjar preu raonable quedar-se nit sentir-se bé a casa lloc bé decorar carme benvinguda gent	passar colera faltar visitar totsompop hostal entrada correcta ciutat menjar preu raonable quedar-se nit sentir-se bé a casa lloc bé decorar carme benvinguda gent	pasar colera señorita visitar totsompop albergue entrada derecha ciudad comida precio razonable pasar la noche sentirse bien lugar de casa bien decorar carme bienvenido gente	happen colera visit entrance town food price stay night feel home place carme welcome people	passar colera visita entrada ciutat preu menjar estada nit sentir-se a casa lloc carme benvinguda gent	pasar colera visitar entrada pueblo comida precio estancia noche sentirse como en casa lugar carme bienvenidos gente	0.5423	0.9	0.1	0.95423	0.045770000000000005	0.7538112712975105	4.7711500000000004	0.90846	1.0	5.0	4.5423
0	781	5.0	Estuvimos muy a gusto. Las Habitaciones muy cómodas e impecables. Me encantó también la decoración del lugar en general. Muy bonita y agradable.	Hostal Totsompops	sloger	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2025-08-28T03:29:09.399Z	es	We were very comfortable. The rooms are very comfortable and impeccable. I also loved the decoration of the place in general. Very pretty and pleasant.	comfortable room comfortable impeccable also love decoration place general pretty pleasant	habitación confortable confortable impecable también me encanta la decoración del lugar en general bastante agradable	habitació confortable còmode impecable també encanta decoració lloc general força agradable	habitación confortable confortable impecable también me encanta la decoración del lugar en general bastante agradable	room love decoration place pleasant	habitació amor decoració lloc agradable	habitación amor decoración lugar agradable	0.9538	0.9	0.1	0.99538	0.004620000000000002	0.7538112712975105	4.9769000000000005	0.9907600000000001	1.0	5.0	4.9538
0	512	5.0	El hostal está genial, pero el restaurante es de DIEZ! La atención es estupenda, y la comida es espectacular. De verdad que merece la pena venir y comer aquí!!!	Hostal Totsompops	Natalia González	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2025-08-27T20:29:31.752Z	es	The hostel is great, but the restaurant is TEN! The service is great, and the food is spectacular. It's really worth coming and eating here!!!	restaurant service great food spectacular really worth come eating	servicio de restaurante comida estupenda realmente vale la pena venir a comer	servei de restaurant bon menjar espectacular realment val la pena venir a menjar	servicio de restaurante comida estupenda realmente vale la pena venir a comer	restaurant service food come eat	servei de restaurant menjar vingui a menjar	servicio de restaurante comida ven a comer	0.7425	0.9	0.1	0.9742500000000001	0.025749999999999995	0.7538112712975105	4.87125	0.9485000000000001	1.0	5.0	4.742500000000001
0	292	5.0	Molt ben atesos, menjar excel·lent.	Hostal Totsompops	Jaume Mas	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2025-08-27T20:06:55.202Z	ca	Very well attended, excellent food.	well attend excellent food	ben assistir a un excel·lent menjar	ben assistir a un excel·lent menjar	bien atender excelente comida	attend food	assistir al menjar	asistir a la comida	0.7003	0.9	0.1	0.9700300000000001	0.029969999999999997	0.7538112712975105	4.85015	0.9400600000000001	1.0	5.0	4.7003
0	209	5.0	Comida espectacular y natural, trato muy agradable, muy bien. Fantasticos arroces, deliciosa anchoa con coca y magnificos xuxitos de postre.	Hostal Totsompops	Federico Armillas Cidoncha	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2025-08-26T09:08:55.696Z	es	Spectacular and natural food, very pleasant treatment, very good. Fantastic rice dishes, delicious anchovies with coca and magnificent desserts.	spectacular natural food pleasant treatment good fantastic rice dish delicious anchovy magnificent dessert	espectacular comida natural trato agradable bueno fantástico arroz delicioso anchoa magnífico postre	espectacular menjar natural tracte agradable bon arrossos fantàstic anxova deliciosa postres magnífiques	espectacular comida natural trato agradable bueno fantástico arroz delicioso anchoa magnífico postre	food treatment rice dish anchovy dessert	tractament alimentari plat d'arròs postres d'anxova	tratamiento alimentario plato de arroz postre de anchoa	0.9633	0.9	0.1	0.99633	0.0036699999999999957	0.7538112712975105	4.98165	0.9926600000000001	1.0	5.0	4.9633
0	191	5.0		Hostal Totsompops	Enric Vilà	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2025-08-21T08:42:15.638Z	en									0.0	0.9	0.1	0.9	0.1	0.7538112712975105	4.5	0.8	1.0	5.0	4.0
0	301	5.0	Molt bon servei, menjar de qualitat i ben abundant. Tracte molt familiar i excel·lent atenció.	Hostal Totsompops	Joan	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2025-08-12T11:01:52.069Z	ca	Very good service, quality and plentiful food. Very familiar treatment and excellent care.	good service quality plentiful food familiar treatment excellent care	bon servei qualitat menjar abundant tracte familiar excel·lent atenció	bon servei qualitat menjar abundant tracte familiar excel·lent atenció	buen servicio calidad comida abundante trato familiar excelente atención	service quality food treatment care	servei de qualitat tractament d'aliments cura	servicio calidad comida trato atención	0.8689	0.9	0.1	0.98689	0.01311	0.7538112712975105	4.93445	0.9737800000000001	1.0	5.0	4.8689
0	15	5.0	Espai molt acollidor. Molt atents. I el menjar, tot boníssim !!! Ha estat un descobriment d'estiu pels següents anys. L'amanida, super completa, i la paella quantitat i gustosa. Musclos i calamars 	Hostal Totsompops	Aina Blanch Espinal	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2025-08-06T21:38:54.926Z	ca	Very cozy space. Very attentive And the food, all delicious!!! It has been a summer discovery for the following years. Lamanida, super complete, and the paella quantity and tasty. Mussels and squid	food delicious summer discovery follow year super complete paella quantity tasty mussel squid	menjar deliciós estiu descoberta any següent paella super completa quantitat saborós musclo calamar	menjar deliciós estiu descoberta any següent paella super completa quantitat saborós musclo calamar	comida deliciosa descubrimiento de verano sigue el año paella super completa cantidad sabroso mejillón calamar	food summer discovery follow year paella quantity tasty mussel squid	menjar estiu descoberta any següent paella quantitat saborós musclo calamar	comida verano descubrimiento seguir año paella cantidad sabroso mejillón calamar	0.8225	0.9	0.1	0.9822500000000001	0.01775	0.7538112712975105	4.911250000000001	0.9645	1.0	5.0	4.8225
0	572	5.0	Tant l'esmorzar com el dinar van ser espectaculars. Els propietaris i treballadors destaquen per la seva amabilitat i familiaritat. És un hostal per sentir-te com a casa. Una vegada més, gràcies!!!	Hostal Totsompops	Pilar Vidal	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2025-08-06T05:43:19.505Z	ca	Both breakfast and lunch were spectacular. The owners and workers stand out for their friendliness and familiarity. It is a hostel to feel at home. Once again, thank you!!!	breakfast lunch spectacular owner worker stand thank	esmorzar dinar espectacular propietari treballador parar gràcies	esmorzar dinar espectacular propietari treballador parar gràcies	desayuno almuerzo espectacular dueño trabajador stand gracias	breakfast lunch owner worker stand thank	esmorzar dinar propietari treballador estand gràcies	desayuno almuerzo propietario trabajador estar de pie gracias	0.3612	0.9	0.1	0.9361200000000001	0.06388	0.7538112712975105	4.6806	0.87224	1.0	5.0	4.3612
0	624	5.0		Hostal Totsompops	Sandrine Lalande	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2025-08-03T20:25:10.335Z	en									0.0	0.9	0.1	0.9	0.1	0.7538112712975105	4.5	0.8	1.0	5.0	4.0
0	549	5.0	Molt bona atenció. I es nota que hi posen carinyo amb el que fan. I el menjar està molt bo. Repetirem! :-)	Hostal Totsompops	POL	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2025-08-02T13:46:49.815Z	ca	Very good attention. And you can tell that they love what they do. And the food is very good. We will repeat!  )	good attention tell love food good repeat	bona atenció digues amor menjar bona repetició	bona atenció digues amor menjar bona repetició	buena atención decir amor comida buena repetir	attention tell love food repeat	atenció digues amor repetició de menjar	atención decir amor comida repetir	0.875	0.9	0.1	0.9875	0.0125	0.7538112712975105	4.9375	0.9750000000000001	1.0	5.0	4.875
0	688	5.0	"Esperiencia extraordinaria,desde la estancia en la habitación con una decoración minimalista y muy acertada, hasta la referencia al grupo (la trinca)y los cefalopodos.
El servicio de comida extraordinario, todo casero hecho por ellos , hasta el vino .La ginda fue el desayuno del dia siguiente en donde superan con creces los bufet libre de cualquier otro restaurante, con una atención extraordinaria por parte de los propietarios.
Volveremos sin genero de duda."	Hostal Totsompops	Yolanda Gonzalez Espejo	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2025-07-31T11:33:46.112Z	es	Extraordinary experience, from the stay in the room with a minimalist and very successful decoration, to the reference to the group (the latch) and the cephalopods. The extraordinary food service, everything homemade made by them, even the wine. The cherry on top was the breakfast the next day where they far surpassed the free buffet of any other restaurant, with extraordinary attention from the owners. We will return without a doubt.	extraordinary experience stay room minimalist successful decoration reference group latch cephalopod extraordinary food service homemade make even wine cherry top breakfast next day far surpass free restaurant extraordinary attention owner return doubt	extraordinaria experiencia estancia habitación minimalista exitoso decoración referencia grupo pestillo cefalópodo comida extraordinaria servicio casero hacer incluso vino cereza desayuno al día siguiente superar con creces gratis restaurante atención extraordinaria propietario volver duda	experiència extraordinària estada habitació minimalista decoració reeixida referència grup cefalòpode servei de menjar extraordinari fet a casa fins i tot vi cirera esmorzar l'endemà superar amb escreix restaurant gratuït atenció extraordinària propietari tornar dubtes	extraordinaria experiencia estancia habitación minimalista exitoso decoración referencia grupo pestillo cefalópodo comida extraordinaria servicio casero hacer incluso vino cereza desayuno al día siguiente superar con creces gratis restaurante atención extraordinaria propietario volver duda	experience stay room minimalist decoration reference group latch food service homemade make wine cherry breakfast day surpass restaurant attention owner return doubt	experiència estada habitació decoració minimalista referència grup tancament servei de menjar fet a casa fer vi cirera esmorzar dia superar restaurant atenció propietari tornar dubtes	experiencia estancia habitación minimalista decoración referencia grupo pestillo comida servicio casero hacer vino cereza desayuno día superar restaurante atención propietario volver duda	0.7506	0.9	0.1	0.97506	0.024939999999999997	0.7538112712975105	4.8753	0.9501200000000001	1.0	5.0	4.7506
0	470	5.0	Moltentranyable,la Carme i en Joan és desviuen per els seus clients,el menjar molt bo i abundant ,no podeu deixar de passar-hi! I a més tenen vinya pròpia ,amb un vi excel·lent!	Hostal Totsompops	Marta Julia	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2025-07-20T08:14:44.465Z	ca	Very charming, Carme and Joan go out of their way for their customers, the food is very good and plentiful, you can't stop stopping by! And they also have their own vineyard, with an excellent wine!	charming carme joan go way customer food good plentiful stop stop also vineyard excellent wine	encantadora carme joan anar camí client menjar bona abundant parada també vinya excel·lent vi	encantadora carme joan anar camí client menjar bona abundant parada també vinya excel·lent vi	encantadora carme joan ir camino cliente comida buena abundante parada parada también viñedo excelente vino	carme joan go customer food stop stop vineyard wine	carme joan anar client menjar parar parar vinya vi	carme joan ir cliente comida parada parada viña vino	0.7906	0.9	0.1	0.97906	0.020940000000000004	0.7538112712975105	4.895300000000001	0.9581200000000001	1.0	5.0	4.7906
0	353	5.0	"Aquest restaurant està dedicat a aquells que valoren la senzillesa i el producte de Km0, als que fugen de la sofisticació hiperventilada i cara.
Racions generoses que enamoren vista i paladar.
Negoci gestionat amb energia i creativitat. Joan i família, ho feu molt bé!"	Hostal Totsompops	Jordi Rosa	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2025-07-15T19:45:10.080Z	ca	This restaurant is dedicated to those who appreciate the simplicity and product of Km0, to those who run away from hyperventilated and expensive sophistication. Generous servings that delight the eye and the palate. Business managed with energy and creativity. Joan and family, you are doing great!	restaurant dedicate appreciate simplicity product km run away hyperventilate expensive sophistication generous serving eye palate business manage energy creativity joan family great	restaurant dedicar apreciar la senzillesa producte km fugir hiperventilar car sofisticació generosa servir ulls paladar negoci gestionar energia creativitat joan família genial	restaurant dedicar apreciar la senzillesa producte km fugir hiperventilar car sofisticació generosa servir ulls paladar negoci gestionar energia creativitat joan família genial	restaurante dedicar apreciar sencillez producto km huir hiperventilar caro sofisticación generoso servir ojo paladar negocio gestionar energía creatividad joan familia genial	restaurant dedicate simplicity product km run hyperventilate sophistication serve eye palate business manage energy creativity joan family	restaurant dedicar senzillesa producte km córrer hiperventilar sofisticació servir ulls paladar negoci gestionar energia creativitat joan família	restaurante dedicar sencillez producto km correr hiperventilar sofisticación servir ojo paladar negocio gestionar energía creatividad joan familia	0.93	0.9	0.1	0.993	0.006999999999999996	0.7538112712975105	4.965	0.986	1.0	5.0	4.93
0	55	5.0	Das Restaurant ist sehr gut. Die Speisen sind sehr gut und der Service Spitze	Hostal Totsompops	Anja Kirchner	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2025-07-02T14:08:07.632Z	de	The restaurant is very good. The food is very good and the service is top notch	restaurant good food good service top notch	Restaurant, gutes Essen, guter Service, erstklassig	restaurant bon menjar bon servei de primer nivell	restaurante buena comida buen servicio de primera categoría	restaurant food service notch	osca del servei de menjar del restaurant	muesca del servicio de comida del restaurante	0.765	0.9	0.1	0.9765	0.0235	0.7538112712975105	4.8825	0.9530000000000001	1.0	5.0	4.765000000000001
